"","Year","Period","State","State.ANSI","Commodity","b1","b2","Domain1","Value","Domain","Domain_value"
"984",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN NUMBER"," INSECTICIDE",1.7," MALATHION =",57701
"985",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN NUMBER"," INSECTICIDE",1.2," METHOXYFENOZIDE =",121027
"986",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN NUMBER"," INSECTICIDE",1.2," NALED =",34401
"988",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN NUMBER"," INSECTICIDE",1.7," NEEM OIL  CLAR  HYD  =",25007
"989",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN NUMBER"," INSECTICIDE",1.6," NOVALURON =",124002
"992",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN NUMBER"," INSECTICIDE",2.5," PYRETHRINS =",69001
"994",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN NUMBER"," INSECTICIDE",1.2," SPINETORAM =",110007
"995",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN NUMBER"," INSECTICIDE",1.2," SPINOSAD =",110003
"996",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN NUMBER"," INSECTICIDE",1.3," SPIROMESIFEN =",24875
"999",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN NUMBER"," INSECTICIDE",1.4," THIAMETHOXAM =",60109
"1006",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN NUMBER"," OTHER",1.1," CHLOROPICRIN =",81501
"1007",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN NUMBER"," OTHER",1," DICHLOROPROPENE =",29001
"1008",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN NUMBER"," OTHER",1.1," FLUTRIAFOL =",128940
"1016",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN NUMBER"," OTHER",1.4," REYNOUTRIA SACHALINE =",55809
"1017",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," TREATED"," MEASURED IN PCT OF AREA BEARING"," FUNGICIDE",10," AZOXYSTROBIN =",128810
"1021",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," TREATED"," MEASURED IN PCT OF AREA BEARING"," FUNGICIDE",1," BACILLUS SUBTILIS =",6479
"1024",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," TREATED"," MEASURED IN PCT OF AREA BEARING"," FUNGICIDE",9," BOSCALID =",128008
"1025",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," TREATED"," MEASURED IN PCT OF AREA BEARING"," FUNGICIDE",41," CAPTAN =",81301
"1028",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," TREATED"," MEASURED IN PCT OF AREA BEARING"," FUNGICIDE",6," CYFLUFENAMID =",555550
"1029",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," TREATED"," MEASURED IN PCT OF AREA BEARING"," FUNGICIDE",30," CYPRODINIL =",288202
"1031",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," TREATED"," MEASURED IN PCT OF AREA BEARING"," FUNGICIDE",9," FENHEXAMID =",90209
"1032",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," TREATED"," MEASURED IN PCT OF AREA BEARING"," FUNGICIDE",30," FLUDIOXONIL =",71503
"1033",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," TREATED"," MEASURED IN PCT OF AREA BEARING"," FUNGICIDE",32," FLUOPYRAM =",80302
"1034",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," TREATED"," MEASURED IN PCT OF AREA BEARING"," FUNGICIDE",14," FLUXAPYROXAD =",138009
"1038",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," TREATED"," MEASURED IN PCT OF AREA BEARING"," FUNGICIDE",8," MEFENOXAM =",113502
"1039",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," TREATED"," MEASURED IN PCT OF AREA BEARING"," FUNGICIDE",18," MYCLOBUTANIL =",128857
"1040",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," TREATED"," MEASURED IN PCT OF AREA BEARING"," FUNGICIDE",20," PENTHIOPYRAD =",90112
"1041",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," TREATED"," MEASURED IN PCT OF AREA BEARING"," FUNGICIDE",15," POLYOXIN D ZINC SALT =",230000
"1042",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," TREATED"," MEASURED IN PCT OF AREA BEARING"," FUNGICIDE",12," POTASSIUM BICARBON  =",73508
"1043",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," TREATED"," MEASURED IN PCT OF AREA BEARING"," FUNGICIDE",12," PROPICONAZOLE =",122101
"1044",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," TREATED"," MEASURED IN PCT OF AREA BEARING"," FUNGICIDE",21," PYRACLOSTROBIN =",99100
"1045",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," TREATED"," MEASURED IN PCT OF AREA BEARING"," FUNGICIDE",10," PYRIMETHANIL =",288201
"1046",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," TREATED"," MEASURED IN PCT OF AREA BEARING"," FUNGICIDE",23," QUINOLINE =",55459
"1048",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," TREATED"," MEASURED IN PCT OF AREA BEARING"," FUNGICIDE",64," SULFUR =",77501
"1049",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," TREATED"," MEASURED IN PCT OF AREA BEARING"," FUNGICIDE",19," TETRACONAZOLE =",120603
"1050",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," TREATED"," MEASURED IN PCT OF AREA BEARING"," FUNGICIDE",4," THIOPHANATE METHYL =",102001
"1051",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," TREATED"," MEASURED IN PCT OF AREA BEARING"," FUNGICIDE",13," THIRAM =",79801
"1053",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," TREATED"," MEASURED IN PCT OF AREA BEARING"," FUNGICIDE",37," TRIFLOXYSTROBIN =",129112
"1054",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," TREATED"," MEASURED IN PCT OF AREA BEARING"," FUNGICIDE",13," TRIFLUMIZOLE =",128879
"1055",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," TREATED"," MEASURED IN PCT OF AREA BEARING"," HERBICIDE",4," FLUMIOXAZIN =",129034
"1059",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," TREATED"," MEASURED IN PCT OF AREA BEARING"," HERBICIDE",6," OXYFLUORFEN =",111601
"1060",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," TREATED"," MEASURED IN PCT OF AREA BEARING"," HERBICIDE",4," PENDIMETHALIN =",108501
"1063",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," TREATED"," MEASURED IN PCT OF AREA BEARING"," INSECTICIDE",22," ABAMECTIN =",122804
"1064",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," TREATED"," MEASURED IN PCT OF AREA BEARING"," INSECTICIDE",10," ACEQUINOCYL =",6329
"1065",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," TREATED"," MEASURED IN PCT OF AREA BEARING"," INSECTICIDE",20," ACETAMIPRID =",99050
"1066",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," TREATED"," MEASURED IN PCT OF AREA BEARING"," INSECTICIDE",29," AZADIRACHTIN =",121701
"1067",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," TREATED"," MEASURED IN PCT OF AREA BEARING"," INSECTICIDE",22," BIFENAZATE =",586
"1068",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," TREATED"," MEASURED IN PCT OF AREA BEARING"," INSECTICIDE",19," BIFENTHRIN =",128825
"1076",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," TREATED"," MEASURED IN PCT OF AREA BEARING"," INSECTICIDE",21," CHLORANTRANILIPROLE =",90100
"1080",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," TREATED"," MEASURED IN PCT OF AREA BEARING"," INSECTICIDE",21," CYFLUMETOFEN<U+FFFD>=",138831
"1085",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," TREATED"," MEASURED IN PCT OF AREA BEARING"," INSECTICIDE",8," FENPROPATHRIN =",127901
"1086",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," TREATED"," MEASURED IN PCT OF AREA BEARING"," INSECTICIDE",2," FENPYROXIMATE =",129131
"1087",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," TREATED"," MEASURED IN PCT OF AREA BEARING"," INSECTICIDE",35," FLONICAMID =",128016
"1088",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," TREATED"," MEASURED IN PCT OF AREA BEARING"," INSECTICIDE",9," FLUPYRADIFURONE =",122304
"1089",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," TREATED"," MEASURED IN PCT OF AREA BEARING"," INSECTICIDE",11," HEXYTHIAZOX =",128849
"1090",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," TREATED"," MEASURED IN PCT OF AREA BEARING"," INSECTICIDE",18," IMIDACLOPRID =",129099
"1092",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," TREATED"," MEASURED IN PCT OF AREA BEARING"," INSECTICIDE",7," MALATHION =",57701
"1093",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," TREATED"," MEASURED IN PCT OF AREA BEARING"," INSECTICIDE",13," METHOXYFENOZIDE =",121027
"1094",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," TREATED"," MEASURED IN PCT OF AREA BEARING"," INSECTICIDE",13," NALED =",34401
"1096",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," TREATED"," MEASURED IN PCT OF AREA BEARING"," INSECTICIDE",23," NEEM OIL  CLAR  HYD  =",25007
"1097",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," TREATED"," MEASURED IN PCT OF AREA BEARING"," INSECTICIDE",39," NOVALURON =",124002
"1100",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," TREATED"," MEASURED IN PCT OF AREA BEARING"," INSECTICIDE",8," PYRETHRINS =",69001
"1102",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," TREATED"," MEASURED IN PCT OF AREA BEARING"," INSECTICIDE",26," SPINETORAM =",110007
"1103",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," TREATED"," MEASURED IN PCT OF AREA BEARING"," INSECTICIDE",18," SPINOSAD =",110003
"1104",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," TREATED"," MEASURED IN PCT OF AREA BEARING"," INSECTICIDE",9," SPIROMESIFEN =",24875
"1107",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," TREATED"," MEASURED IN PCT OF AREA BEARING"," INSECTICIDE",12," THIAMETHOXAM =",60109
"1115",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," TREATED"," MEASURED IN PCT OF AREA BEARING"," OTHER",30," CHLOROPICRIN =",81501
"1116",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," TREATED"," MEASURED IN PCT OF AREA BEARING"," OTHER",22," DICHLOROPROPENE =",29001
"1117",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," TREATED"," MEASURED IN PCT OF AREA BEARING"," OTHER",9," FLUTRIAFOL =",128940
"1125",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," TREATED"," MEASURED IN PCT OF AREA BEARING"," OTHER",15," REYNOUTRIA SACHALINE =",55809
"1136",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB"," FUNGICIDE",300," CYFLUFENAMID =",555550
"1148",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB"," FUNGICIDE",700," POLYOXIN D ZINC SALT =",230000
"1156",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB"," FUNGICIDE",600," TETRACONAZOLE =",120603
"1163",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB"," HERBICIDE",500," FLUMIOXAZIN =",129034
"1168",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB"," INSECTICIDE",300," ABAMECTIN =",122804
"1204",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB"," INSECTICIDE",700," SPINOSAD =",110003
"1206",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB"," INSECTICIDE",700," THIAMETHOXAM =",60109
"1227",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," FUNGICIDE",0.227," AZOXYSTROBIN =",128810
"1231",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," FUNGICIDE",0.533," BLAD =",30006
"1233",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," FUNGICIDE",0.352," BOSCALID =",128008
"1234",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," FUNGICIDE",1.659," CAPTAN =",81301
"1236",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," FUNGICIDE",0.022," CYFLUFENAMID =",555550
"1237",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," FUNGICIDE",0.327," CYPRODINIL =",288202
"1238",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," FUNGICIDE",0.715," FENHEXAMID =",90209
"1239",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," FUNGICIDE",0.218," FLUDIOXONIL =",71503
"1240",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," FUNGICIDE",0.124," FLUOPYRAM =",80302
"1241",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," FUNGICIDE",0.177," FLUXAPYROXAD =",138009
"1244",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," FUNGICIDE",0.471," MEFENOXAM =",113502
"1246",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," FUNGICIDE",0.115," MYCLOBUTANIL =",128857
"1247",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," FUNGICIDE",0.297," PENTHIOPYRAD =",90112
"1248",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," FUNGICIDE",0.044," POLYOXIN D ZINC SALT =",230000
"1249",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," FUNGICIDE",2.392," POTASSIUM BICARBON  =",73508
"1250",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," FUNGICIDE",0.112," PROPICONAZOLE =",122101
"1251",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," FUNGICIDE",0.178," PYRACLOSTROBIN =",99100
"1252",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," FUNGICIDE",0.658," PYRIMETHANIL =",288201
"1253",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," FUNGICIDE",0.096," QUINOLINE =",55459
"1255",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," FUNGICIDE",3.712," SULFUR =",77501
"1256",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," FUNGICIDE",0.037," TETRACONAZOLE =",120603
"1257",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," FUNGICIDE",0.826," THIOPHANATE METHYL =",102001
"1259",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," FUNGICIDE",0.108," TRIFLOXYSTROBIN =",129112
"1260",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," FUNGICIDE",0.234," TRIFLUMIZOLE =",128879
"1262",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," HERBICIDE",0.091," FLUMIOXAZIN =",129034
"1263",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," HERBICIDE",0.467," OXYFLUORFEN =",111601
"1264",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," HERBICIDE",1.382," PENDIMETHALIN =",108501
"1266",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," INSECTICIDE",0.019," ABAMECTIN =",122804
"1267",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," INSECTICIDE",0.294," ACEQUINOCYL =",6329
"1268",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," INSECTICIDE",0.124," ACETAMIPRID =",99050
"1269",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," INSECTICIDE",0.037," AZADIRACHTIN =",121701
"1270",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," INSECTICIDE",0.499," BIFENAZATE =",586
"1271",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," INSECTICIDE",0.107," BIFENTHRIN =",128825
"1278",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," INSECTICIDE",0.061," CHLORANTRANILIPROLE =",90100
"1281",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," INSECTICIDE",0.179," CYFLUMETOFEN<U+FFFD>=",138831
"1283",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," INSECTICIDE",0.293," FENPROPATHRIN =",127901
"1285",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," INSECTICIDE",0.086," FLONICAMID =",128016
"1287",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," INSECTICIDE",0.182," FLUPYRADIFURONE =",122304
"1289",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," INSECTICIDE",0.188," HEXYTHIAZOX =",128849
"1290",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," INSECTICIDE",0.477," IMIDACLOPRID =",129099
"1291",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," INSECTICIDE",1.957," MALATHION =",57701
"1292",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," INSECTICIDE",0.173," METHOXYFENOZIDE =",121027
"1293",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," INSECTICIDE",0.9," NALED =",34401
"1294",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," INSECTICIDE",0.987," NEEM OIL =",25006
"1295",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," INSECTICIDE",5.86," NEEM OIL  CLAR  HYD  =",25007
"1296",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," INSECTICIDE",0.078," NOVALURON =",124002
"1299",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," INSECTICIDE",0.044," PYRETHRINS =",69001
"1301",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," INSECTICIDE",0.07," SPINETORAM =",110007
"1302",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," INSECTICIDE",0.09," SPINOSAD =",110003
"1303",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," INSECTICIDE",0.25," SPIROMESIFEN =",24875
"1304",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," INSECTICIDE",0.062," THIAMETHOXAM =",60109
"1309",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," OTHER",251.559," CHLOROPICRIN =",81501
"1310",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," OTHER",104.337," DICHLOROPROPENE =",29001
"1311",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," OTHER",0.114," FLUTRIAFOL =",128940
"1322",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," OTHER",0.199," REYNOUTRIA SACHALINE =",55809
"1323",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," FUNGICIDE",0.28," AZOXYSTROBIN =",128810
"1327",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," FUNGICIDE",0.689," BLAD =",30006
"1329",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," FUNGICIDE",0.583," BOSCALID =",128008
"1330",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," FUNGICIDE",6.559," CAPTAN =",81301
"1332",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," FUNGICIDE",0.03," CYFLUFENAMID =",555550
"1333",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," FUNGICIDE",0.54," CYPRODINIL =",288202
"1334",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," FUNGICIDE",1.442," FENHEXAMID =",90209
"1335",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," FUNGICIDE",0.36," FLUDIOXONIL =",71503
"1336",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," FUNGICIDE",0.155," FLUOPYRAM =",80302
"1337",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," FUNGICIDE",0.208," FLUXAPYROXAD =",138009
"1340",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," FUNGICIDE",0.506," MEFENOXAM =",113502
"1342",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," FUNGICIDE",0.186," MYCLOBUTANIL =",128857
"1343",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," FUNGICIDE",0.399," PENTHIOPYRAD =",90112
"1344",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," FUNGICIDE",0.055," POLYOXIN D ZINC SALT =",230000
"1345",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," FUNGICIDE",2.46," POTASSIUM BICARBON  =",73508
"1346",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," FUNGICIDE",0.184," PROPICONAZOLE =",122101
"1347",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," FUNGICIDE",0.35," PYRACLOSTROBIN =",99100
"1348",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," FUNGICIDE",1.106," PYRIMETHANIL =",288201
"1349",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," FUNGICIDE",0.168," QUINOLINE =",55459
"1351",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," FUNGICIDE",20.064," SULFUR =",77501
